Employee Number,Employee Full Name,Date of Birth,Gender,Position Type,Division,Function Name,Recruitment Type,Joined On,Confirmation Date,Position Job Level (Label),Employee Type,Employee Status,Assignment Status,Last Promotion Date
719533,Ayaan Roy,15-11-2004,Male,Part-time,Division A,Operations,Internal,08-06-2020,04-01-2020,Senior,Contractual,Active,Assigned,12-04-2020
363484,Reyansh Gupta,19-11-1997,Female,Part-time,Division C,Operations,External,24-03-2020,20-11-2019,Senior,Temporary,Active,Assigned,17-04-2021
763412,Diya Shah,10-04-2005,Male,Contract,Division A,Marketing,External,10-12-2021,23-09-2021,Senior,Contractual,Inactive,Unassigned,13-01-2023
419208,Riya Pandey,10-11-1984,Male,Part-time,Division A,Operations,External,15-04-2024,02-06-2023,Lead,Contractual,Active,Assigned,23-02-2024
332497,Aarohi Jain,04-02-1993,Male,Contract,Division A,Operations,Internal,22-12-2023,05-05-2021,Mid,Contractual,Inactive,Unassigned,09-03-2021
179918,Avni Shukla,11-12-1977,Female,Contract,Division A,Operations,Internal,06-04-2024,22-08-2021,Senior,Contractual,Active,Assigned,05-01-2022
365176,Arjun Reddy,26-11-1990,Male,Contract,Division A,Marketing,External,13-04-2023,25-11-2022,Mid,Contractual,Active,Assigned,16-10-2021
282851,Ishaan Singh,05-10-1973,Male,Contract,Division B,Operations,Internal,05-07-2022,23-05-2021,Mid,Temporary,Active,Unassigned,24-03-2021
176415,Ira Joshi,29-06-1967,Male,Part-time,Division C,Marketing,Internal,03-07-2021,12-07-2020,Junior,Temporary,Active,Unassigned,30-07-2021
421958,Ayaan Roy,27-06-1991,Female,Contract,Division B,Marketing,External,06-12-2023,18-04-2023,Mid,Permanent,Active,Assigned,30-01-2020
360334,Vivaan Patel,21-01-1987,Female,Contract,Division A,Operations,External,25-06-2021,13-04-2021,Senior,Temporary,Inactive,Unassigned,29-07-2022
163355,Ira Joshi,02-05-1973,Female,Contract,Division C,Operations,External,22-05-2022,12-09-2021,Lead,Contractual,Active,Unassigned,02-09-2020
900219,Ananya Mehta,24-05-1968,Female,Full-time,Division B,Marketing,Internal,10-08-2020,10-01-2020,Lead,Contractual,Active,Unassigned,12-09-2023
833714,Myra Kapoor,24-09-1977,Female,Contract,Division B,Operations,External,12-11-2022,03-05-2022,Mid,Contractual,Active,Assigned,17-09-2022
534957,Diya Shah,26-04-1989,Female,Full-time,Division C,Operations,External,01-02-2023,29-09-2022,Junior,Contractual,Active,Unassigned,02-12-2020
664010,Aarohi Jain,10-07-1995,Female,Part-time,Division C,Operations,External,10-01-2020,20-03-2019,Lead,Temporary,Active,Unassigned,06-12-2022
654736,Ananya Mehta,03-11-1967,Male,Part-time,Division C,Marketing,External,23-02-2020,27-09-2019,Senior,Temporary,Active,Unassigned,10-07-2021
477993,Aadhya Verma,19-01-1966,Female,Contract,Division B,Operations,Internal,23-03-2023,30-11-2022,Lead,Permanent,Inactive,Unassigned,05-01-2022
751600,Sai Krishna,30-11-1988,Female,Part-time,Division A,Operations,Internal,04-06-2020,27-06-2019,Mid,Contractual,Active,Unassigned,23-04-2023
724588,Ayaan Roy,23-10-1974,Male,Full-time,Division A,Operations,External,17-08-2022,03-10-2021,Senior,Permanent,Active,Assigned,05-04-2022
128699,Aditya Kumar,02-08-1986,Male,Part-time,Division C,Operations,External,23-01-2020,12-01-2020,Mid,Temporary,Inactive,Assigned,06-12-2023
662108,Aditya Kumar,03-05-2003,Male,Full-time,Division C,Operations,Internal,17-01-2023,05-09-2022,Mid,Permanent,Inactive,Unassigned,24-05-2020
837194,Ira Joshi,18-02-1982,Female,Part-time,Division B,Marketing,Internal,05-12-2022,04-07-2021,Mid,Temporary,Active,Assigned,22-11-2022
487436,Avni Shukla,08-09-1984,Male,Full-time,Division C,Marketing,External,13-01-2024,11-05-2021,Mid,Contractual,Active,Assigned,17-08-2023
813753,Krishna Nair,04-09-1981,Male,Full-time,Division C,Marketing,External,10-12-2022,31-03-2022,Mid,Temporary,Active,Unassigned,04-12-2021
512314,Vihaan Agarwal,06-09-1964,Male,Contract,Division B,Operations,Internal,07-12-2021,31-05-2021,Mid,Permanent,Active,Unassigned,19-06-2020
287267,Aditya Kumar,15-02-1996,Female,Part-time,Division A,Marketing,External,14-07-2022,25-12-2021,Junior,Temporary,Active,Assigned,11-02-2020
313925,Vivaan Patel,20-05-1994,Male,Full-time,Division A,Marketing,Internal,21-08-2023,08-12-2020,Lead,Permanent,Active,Assigned,11-10-2020
951503,Reyansh Gupta,05-07-2005,Male,Contract,Division C,Operations,Internal,05-09-2021,23-12-2020,Mid,Contractual,Active,Unassigned,22-02-2021
418869,Reyansh Gupta,07-06-1982,Male,Contract,Division A,Marketing,External,03-06-2022,08-04-2022,Senior,Permanent,Inactive,Unassigned,15-07-2022
515089,Krishna Nair,05-05-2002,Female,Full-time,Division C,Operations,External,01-03-2022,30-05-2021,Mid,Contractual,Active,Unassigned,08-01-2021
258571,Krishna Nair,17-02-1993,Female,Part-time,Division B,Marketing,External,29-09-2023,09-09-2020,Senior,Permanent,Active,Unassigned,11-10-2021
847211,Aarya Mishra,25-02-1979,Female,Part-time,Division B,Operations,External,12-05-2021,19-10-2020,Senior,Temporary,Active,Unassigned,08-08-2021
862155,Avni Shukla,22-09-1980,Male,Full-time,Division C,Marketing,External,28-10-2020,08-01-2020,Senior,Contractual,Active,Assigned,29-11-2023
353818,Aarav Sharma,23-05-1995,Male,Contract,Division C,Marketing,External,14-08-2023,04-08-2023,Senior,Contractual,Active,Unassigned,20-05-2021
556106,Ishaan Singh,21-07-1984,Male,Part-time,Division C,Operations,Internal,15-02-2023,19-11-2020,Senior,Temporary,Active,Assigned,21-08-2020
713042,Aadhya Verma,11-03-2005,Female,Part-time,Division B,Marketing,External,09-03-2024,23-04-2023,Junior,Temporary,Active,Assigned,22-11-2022
240559,Riya Pandey,16-10-1987,Male,Contract,Division A,Operations,External,12-07-2020,27-02-2020,Junior,Permanent,Active,Assigned,30-03-2020
535471,Anika Desai,09-04-1983,Female,Full-time,Division C,Marketing,Internal,01-07-2020,23-07-2019,Lead,Permanent,Active,Assigned,04-08-2020
578347,Arjun Reddy,15-10-2001,Female,Full-time,Division B,Marketing,Internal,27-05-2022,03-12-2021,Junior,Temporary,Active,Unassigned,31-05-2020
333095,Ayaan Roy,03-01-1969,Female,Part-time,Division B,Operations,External,17-12-2022,24-01-2020,Junior,Temporary,Active,Unassigned,05-11-2021
977533,Reyansh Gupta,17-06-2000,Female,Part-time,Division A,Marketing,External,07-01-2022,02-07-2021,Lead,Temporary,Active,Unassigned,12-07-2022
127750,Ayaan Roy,07-02-1964,Male,Part-time,Division B,Operations,Internal,29-03-2022,05-02-2022,Senior,Contractual,Active,Assigned,05-08-2023
719706,Riya Pandey,11-12-1965,Male,Full-time,Division C,Marketing,External,22-08-2020,14-12-2019,Lead,Permanent,Active,Unassigned,22-01-2021
950018,Myra Kapoor,08-04-1980,Female,Contract,Division C,Operations,Internal,18-12-2023,01-08-2021,Lead,Permanent,Active,Assigned,03-05-2020
552440,Ananya Mehta,22-02-1971,Female,Part-time,Division A,Marketing,External,15-06-2023,14-05-2023,Senior,Permanent,Active,Unassigned,13-03-2022
118421,Ananya Mehta,03-08-1976,Female,Contract,Division C,Operations,External,18-10-2023,10-08-2023,Mid,Temporary,Inactive,Unassigned,06-12-2023
859336,Diya Shah,08-09-1966,Female,Part-time,Division A,Marketing,Internal,19-05-2022,07-10-2021,Mid,Temporary,Active,Unassigned,11-12-2022
965263,Reyansh Gupta,06-02-2005,Male,Full-time,Division C,Operations,External,09-05-2022,04-11-2021,Junior,Contractual,Active,Unassigned,12-10-2021
835749,Myra Kapoor,21-10-1973,Male,Contract,Division A,Operations,Internal,08-03-2022,16-04-2021,Lead,Temporary,Active,Assigned,09-02-2024
916648,Aarav Sharma,18-06-1985,Male,Contract,Division B,Operations,External,01-12-2020,26-01-2020,Lead,Temporary,Active,Assigned,06-09-2020
248723,Arjun Reddy,06-02-1966,Female,Contract,Division C,Operations,External,06-05-2020,28-02-2020,Mid,Temporary,Active,Unassigned,23-09-2023
332649,Arjun Reddy,05-01-1968,Female,Full-time,Division A,Operations,External,18-02-2022,23-09-2021,Mid,Temporary,Active,Unassigned,23-07-2022
462430,Aarav Sharma,02-09-1991,Female,Contract,Division C,Marketing,Internal,13-01-2022,14-01-2020,Mid,Contractual,Active,Unassigned,28-02-2020
580465,Aarohi Jain,16-11-1990,Female,Full-time,Division A,Operations,External,21-12-2020,07-09-2020,Mid,Temporary,Inactive,Assigned,22-05-2021
102523,Ayaan Roy,26-07-2002,Male,Part-time,Division C,Operations,Internal,09-07-2023,05-07-2022,Lead,Permanent,Active,Unassigned,09-03-2021
937340,Diya Shah,03-06-1987,Female,Full-time,Division C,Operations,Internal,11-06-2023,09-01-2023,Mid,Permanent,Active,Unassigned,31-03-2021
891882,Avni Shukla,07-10-1964,Male,Contract,Division C,Marketing,Internal,11-03-2023,16-10-2021,Lead,Contractual,Active,Assigned,22-06-2024
439650,Ananya Mehta,03-01-1984,Female,Part-time,Division C,Marketing,Internal,13-02-2024,30-01-2021,Junior,Contractual,Inactive,Assigned,29-04-2020
182887,Aarav Sharma,20-01-1966,Female,Contract,Division A,Marketing,External,25-02-2021,11-04-2020,Junior,Contractual,Active,Unassigned,11-03-2023
244548,Vivaan Patel,11-06-1999,Female,Contract,Division A,Operations,External,20-06-2022,20-11-2021,Junior,Temporary,Inactive,Unassigned,26-10-2022
242737,Arjun Reddy,19-05-1997,Female,Contract,Division A,Operations,Internal,08-01-2023,17-01-2022,Junior,Temporary,Active,Unassigned,03-06-2021
124359,Riya Pandey,07-07-1994,Male,Part-time,Division B,Operations,Internal,29-01-2023,13-03-2022,Senior,Contractual,Inactive,Unassigned,21-01-2020
406073,Aarya Mishra,02-12-1963,Female,Contract,Division B,Operations,Internal,17-04-2022,26-10-2021,Lead,Temporary,Inactive,Unassigned,15-06-2021
565696,Aadhya Verma,03-03-2006,Male,Full-time,Division C,Marketing,Internal,03-04-2024,03-05-2023,Lead,Contractual,Active,Assigned,17-04-2020
392581,Reyansh Gupta,17-04-1973,Female,Contract,Division C,Operations,Internal,20-09-2021,04-06-2021,Senior,Contractual,Inactive,Assigned,23-01-2022
735956,Aditya Kumar,19-05-1973,Male,Contract,Division A,Marketing,External,18-07-2022,09-11-2021,Mid,Permanent,Active,Assigned,30-06-2022
936290,Aadhya Verma,08-07-1984,Female,Full-time,Division B,Operations,Internal,18-07-2024,04-06-2022,Mid,Permanent,Active,Unassigned,06-06-2023
768773,Anika Desai,12-06-1965,Female,Contract,Division C,Operations,External,27-10-2020,18-12-2019,Junior,Contractual,Active,Unassigned,16-09-2021
110098,Ananya Mehta,14-01-1992,Female,Contract,Division B,Marketing,External,13-03-2023,09-08-2021,Mid,Permanent,Active,Assigned,03-05-2022
370125,Myra Kapoor,02-01-2000,Female,Full-time,Division C,Operations,Internal,13-02-2023,12-08-2020,Junior,Temporary,Active,Unassigned,12-03-2021
593565,Aditya Kumar,22-12-1982,Female,Contract,Division B,Operations,Internal,05-11-2021,17-07-2021,Senior,Permanent,Active,Assigned,27-05-2020
446516,Vihaan Agarwal,14-02-1973,Male,Contract,Division A,Operations,External,30-11-2022,28-11-2021,Junior,Contractual,Inactive,Assigned,18-06-2022
719963,Sai Krishna,09-09-1984,Male,Full-time,Division C,Marketing,Internal,21-10-2021,04-01-2020,Lead,Contractual,Inactive,Assigned,09-05-2024
145227,Aarya Mishra,25-01-1976,Male,Part-time,Division B,Operations,Internal,02-05-2020,21-01-2020,Junior,Permanent,Active,Unassigned,06-08-2022
894569,Aarav Sharma,05-06-1972,Female,Part-time,Division C,Marketing,External,30-12-2022,11-05-2022,Mid,Temporary,Active,Unassigned,16-01-2020
141736,Reyansh Gupta,27-07-1986,Male,Contract,Division C,Marketing,External,20-04-2024,07-06-2020,Junior,Contractual,Active,Unassigned,21-05-2021
552227,Aadhya Verma,04-03-2002,Female,Contract,Division B,Marketing,Internal,12-01-2020,19-11-2019,Lead,Permanent,Active,Assigned,01-11-2021
537865,Reyansh Gupta,07-08-2004,Female,Part-time,Division C,Operations,External,16-06-2021,21-07-2020,Lead,Permanent,Active,Unassigned,18-06-2024
138990,Ishaan Singh,16-01-1981,Female,Full-time,Division B,Marketing,External,18-12-2023,14-02-2023,Junior,Contractual,Inactive,Unassigned,26-11-2022
857710,Aditya Kumar,11-12-1985,Female,Contract,Division A,Marketing,Internal,16-03-2020,02-07-2019,Senior,Permanent,Active,Assigned,12-07-2024
555794,Vivaan Patel,12-08-1970,Male,Full-time,Division A,Operations,Internal,02-12-2021,20-12-2020,Lead,Permanent,Active,Unassigned,21-11-2023
630669,Ira Joshi,15-11-1966,Female,Full-time,Division C,Operations,External,07-05-2024,25-08-2021,Senior,Contractual,Active,Assigned,10-07-2024
167184,Sai Krishna,17-05-1966,Female,Full-time,Division A,Marketing,External,08-07-2023,02-10-2022,Senior,Temporary,Active,Assigned,16-03-2021
131026,Diya Shah,24-11-1996,Female,Full-time,Division C,Operations,External,27-01-2022,22-09-2020,Junior,Permanent,Active,Unassigned,18-11-2021
871401,Sai Krishna,05-03-1998,Male,Part-time,Division C,Operations,Internal,15-11-2022,07-11-2020,Senior,Permanent,Active,Unassigned,07-10-2020
568297,Arjun Reddy,14-11-2004,Female,Full-time,Division A,Marketing,External,03-04-2020,29-01-2020,Lead,Temporary,Active,Unassigned,09-08-2021
984576,Diya Shah,14-05-1982,Male,Part-time,Division B,Operations,External,29-01-2020,10-02-2019,Junior,Contractual,Active,Unassigned,01-04-2024
709731,Aditya Kumar,12-11-1966,Male,Part-time,Division C,Operations,Internal,21-04-2023,16-02-2020,Junior,Contractual,Inactive,Unassigned,25-07-2020
318471,Reyansh Gupta,27-03-1978,Male,Full-time,Division B,Operations,Internal,07-10-2023,14-10-2020,Senior,Permanent,Active,Assigned,02-06-2022
239436,Reyansh Gupta,18-02-1987,Male,Part-time,Division A,Operations,Internal,12-09-2021,10-03-2021,Junior,Permanent,Active,Unassigned,18-01-2022
756565,Diya Shah,21-10-1990,Female,Part-time,Division C,Operations,External,17-01-2020,01-06-2019,Lead,Temporary,Active,Assigned,12-03-2024
422473,Sai Krishna,06-07-1994,Female,Full-time,Division B,Operations,External,28-03-2021,16-06-2020,Senior,Contractual,Active,Unassigned,30-08-2023
470152,Riya Pandey,23-07-1991,Male,Full-time,Division A,Operations,Internal,07-09-2022,03-10-2021,Senior,Temporary,Active,Unassigned,04-10-2020
120213,Riya Pandey,27-02-1978,Female,Part-time,Division C,Marketing,External,16-03-2021,15-02-2021,Mid,Contractual,Active,Assigned,07-05-2022
354142,Ira Joshi,07-12-1979,Male,Part-time,Division A,Operations,External,23-02-2024,05-10-2020,Mid,Permanent,Active,Unassigned,08-11-2021
156386,Krishna Nair,08-05-1975,Male,Full-time,Division A,Operations,External,17-02-2020,20-01-2020,Mid,Contractual,Active,Assigned,29-06-2022
337337,Aarav Sharma,15-06-1985,Female,Full-time,Division C,Marketing,Internal,11-09-2021,20-08-2021,Junior,Contractual,Active,Unassigned,21-04-2022
350955,Myra Kapoor,19-10-1983,Male,Contract,Division A,Marketing,External,24-08-2021,22-03-2021,Mid,Permanent,Active,Assigned,21-03-2021
625103,Aadhya Verma,04-02-1994,Female,Contract,Division A,Operations,Internal,06-04-2022,28-04-2021,Senior,Temporary,Active,Unassigned,15-06-2023
736005,Ayaan Roy,02-02-1970,Male,Contract,Division A,Operations,External,17-02-2022,18-01-2022,Senior,Temporary,Active,Unassigned,30-09-2021
238273,Ananya Mehta,23-10-1970,Male,Full-time,Division C,Operations,Internal,06-04-2021,01-12-2020,Senior,Contractual,Active,Unassigned,12-09-2020
140731,Anika Desai,04-12-1972,Female,Part-time,Division A,Marketing,Internal,10-12-2022,28-06-2022,Lead,Temporary,Inactive,Unassigned,28-09-2022
976727,Myra Kapoor,12-01-1987,Male,Full-time,Division A,Operations,Internal,27-02-2020,22-11-2019,Mid,Temporary,Active,Unassigned,08-01-2021
145000,Vivaan Patel,28-08-1968,Male,Contract,Division A,Marketing,Internal,09-12-2020,06-09-2020,Lead,Contractual,Active,Unassigned,20-01-2024
847431,Ishaan Singh,06-07-1981,Male,Contract,Division B,Operations,Internal,13-02-2022,04-03-2021,Junior,Permanent,Active,Unassigned,25-09-2021
586385,Aarohi Jain,14-03-1995,Female,Full-time,Division B,Marketing,External,21-06-2024,23-12-2020,Mid,Permanent,Active,Unassigned,05-12-2022
627313,Aadhya Verma,29-12-2001,Female,Contract,Division A,Marketing,External,18-09-2020,15-03-2020,Lead,Temporary,Active,Assigned,08-08-2023
922131,Sai Krishna,21-07-1975,Female,Part-time,Division C,Marketing,External,29-08-2021,30-01-2020,Senior,Temporary,Active,Unassigned,11-06-2020
946774,Ayaan Roy,09-08-1965,Male,Contract,Division C,Operations,Internal,10-10-2023,10-05-2023,Senior,Permanent,Active,Assigned,19-12-2020
159078,Aarya Mishra,11-07-1988,Male,Contract,Division C,Operations,Internal,22-08-2023,29-03-2021,Senior,Contractual,Active,Assigned,20-03-2021
255466,Myra Kapoor,24-11-1992,Male,Full-time,Division A,Operations,Internal,11-04-2023,08-03-2020,Senior,Contractual,Active,Unassigned,12-08-2020
542688,Sai Krishna,14-02-1997,Male,Contract,Division A,Operations,External,09-01-2024,10-01-2023,Lead,Permanent,Active,Unassigned,14-01-2022
705185,Vihaan Agarwal,26-08-1987,Male,Full-time,Division C,Marketing,Internal,19-12-2022,13-02-2022,Mid,Temporary,Active,Unassigned,28-03-2024
249614,Vivaan Patel,24-06-1975,Female,Full-time,Division A,Operations,Internal,13-09-2021,01-05-2021,Lead,Permanent,Active,Assigned,26-05-2021
181556,Sai Krishna,10-05-1976,Male,Part-time,Division C,Operations,Internal,01-11-2021,14-09-2021,Lead,Temporary,Active,Assigned,07-10-2022
138364,Avni Shukla,07-06-1989,Male,Contract,Division B,Operations,Internal,20-02-2023,27-05-2021,Mid,Temporary,Active,Unassigned,03-02-2021
970352,Aditya Kumar,04-12-1976,Female,Part-time,Division B,Marketing,Internal,12-10-2021,17-08-2021,Mid,Permanent,Active,Assigned,26-09-2021
900473,Anika Desai,30-07-1977,Female,Contract,Division C,Operations,Internal,01-07-2020,27-10-2019,Lead,Permanent,Active,Unassigned,13-01-2021
608220,Avni Shukla,20-06-2004,Female,Full-time,Division A,Operations,Internal,06-06-2021,01-11-2020,Junior,Contractual,Active,Unassigned,21-09-2021
126224,Aarohi Jain,31-10-1994,Male,Full-time,Division C,Operations,External,06-08-2022,11-04-2022,Mid,Permanent,Inactive,Assigned,30-01-2023
272759,Vihaan Agarwal,21-11-1977,Female,Part-time,Division B,Operations,External,11-05-2023,08-07-2022,Lead,Contractual,Active,Unassigned,08-12-2021
788877,Ananya Mehta,25-03-1981,Male,Full-time,Division A,Marketing,External,26-09-2021,09-03-2020,Junior,Permanent,Active,Unassigned,16-09-2023
180302,Myra Kapoor,03-05-1982,Male,Part-time,Division B,Operations,External,01-05-2024,05-03-2023,Mid,Contractual,Active,Assigned,10-08-2022
643855,Krishna Nair,06-11-1974,Female,Part-time,Division A,Operations,Internal,07-01-2021,20-08-2020,Mid,Contractual,Active,Unassigned,31-05-2023
978469,Ira Joshi,16-01-2000,Male,Full-time,Division C,Marketing,Internal,04-02-2020,04-09-2019,Senior,Contractual,Active,Unassigned,22-04-2023
823932,Myra Kapoor,24-02-1980,Female,Full-time,Division A,Operations,External,21-07-2020,24-09-2019,Senior,Temporary,Active,Unassigned,11-10-2021
466075,Aditya Kumar,03-06-1991,Male,Full-time,Division C,Marketing,External,05-05-2020,05-11-2019,Junior,Temporary,Inactive,Unassigned,04-05-2021
804444,Aadhya Verma,06-10-1966,Female,Part-time,Division A,Operations,Internal,04-11-2022,08-10-2022,Lead,Permanent,Active,Assigned,10-06-2021
781387,Aadhya Verma,13-05-2001,Male,Contract,Division B,Operations,External,25-06-2022,13-08-2021,Mid,Permanent,Active,Assigned,05-08-2021
724772,Aadhya Verma,15-07-1970,Female,Contract,Division A,Operations,External,31-08-2022,20-01-2022,Junior,Temporary,Inactive,Unassigned,30-03-2022
